actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,iteration,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,rollout_seed,source_action_ids_json,step_index,torch_seed
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",89300e2f,[],[42],"""""",0,"""""",5,"[""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=1""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[15,17,20,21,32,42]",0,,202604330000,"[[20],[21],[15],[17],[32]]",228,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",89300e2f,[],[42],"""""",0,"""""",5,"[""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[15,17,21,23,32,42]",0,,202604330000,"[[21],[23],[15],[17],[32]]",244,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",89300e2f,[],[42],"""""",0,"""""",5,"[""0|tile=3|consumed=|from=-1|flags=1"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,15,17,21,23,42]",0,,202604330000,"[[3],[21],[23],[15],[17]]",260,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",89300e2f,[],[42],"""""",0,"""""",5,"[""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[3,15,17,21,22,42]",0,,202604330000,"[[3],[21],[22,36],[15],[17]]",276,202604330000
2,"PASS,RON,PON,CHI",687411a4,[],[42],"""""",0,"""""",2,"[""5|tile=22|consumed=22,22|from=3|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",188,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",687411a4,[],[42],"""""",0,"""""",4,"[""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=1"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[8,17,22,26,42]",0,,202604330000,"[[22,36],[8],[17],[26]]",205,202604330000
3,"PASS,RON,PON,CHI",687411a4,[],[42],"""""",0,"""""",2,"[""5|tile=32|consumed=32,32|from=0|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",216,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",687411a4,[],[42],"""""",0,"""""",4,"[""0|tile=9|consumed=|from=-1|flags=1"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[9,17,22,26,42]",0,,202604330000,"[[9],[22,36],[17],[26]]",225,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",687411a4,[],[42],"""""",0,"""""",8,"[""0|tile=1|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=24|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=1"",""0|tile=32|consumed=|from=-1|flags=0"",""0|tile=31|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[1,6,15,16,17,24,31,32,42]",0,,202604330000,"[[1],[6],[15],[24],[16],[17],[32],[31]]",229,202604330000
2,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",687411a4,[],[42],"""""",0,"""""",4,"[""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=1"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=26|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[14,17,22,26,42]",0,,202604330000,"[[22,36],[14],[17],[26]]",241,202604330000
