advantage_max,advantage_mean,advantage_min,advantage_negative_rate,advantage_positive_rate,advantage_std,advantage_zero_rate,batch_size,behavior_temperature,checkpoint_path,checkpoint_sha256,clip_eps,config_key,config_key_label,config_path,entropy_coef,episodes,iteration,lr,max_grad_norm,mean_delta_needed_to_flip_top1,non_top1_positive_advantage_count,non_top1_selected_count,non_top1_selected_rate,opponent_mode,p10_delta_needed_to_flip_top1,p50_delta_needed_to_flip_top1,p90_delta_needed_to_flip_top1,pilot_config_id,positive_advantage_count,positive_advantage_non_top1_count,positive_advantage_top1_count,rank_coef,ratio_mode,rerun_config_id,return_max,return_mean,return_min,return_std,reward_max,reward_mean,reward_min,reward_nonzero_count,reward_std,rollout_seed,rule_kl_coef,sample_entropy_mean,seed_hash,seed_registry_id,selected_non_top1_positive_advantage_count,selected_prior_prob_mean,selected_prior_prob_p90,selected_prior_rank_histogram,selected_prior_rank_mean,selected_prior_top1_rate,source_config_id,tempered_post_update_approx_kl,tempered_post_update_clip_fraction,tempered_post_update_policy_loss,tempered_post_update_rule_kl,torch_sample_seed,untempered_post_batch_size,untempered_post_neural_delta_abs_max,untempered_post_neural_delta_abs_mean,untempered_post_rule_agreement,untempered_post_top1_action_changed_rate,untempered_post_update_approx_kl,untempered_post_update_clip_fraction,untempered_pre_batch_size,untempered_pre_neural_delta_abs_max,untempered_pre_neural_delta_abs_mean,untempered_pre_rule_agreement,untempered_pre_top1_action_changed_rate,update_epochs,value_coef
1.3171274662017822,0.01922266185283661,-1.232460618019104,0.43946188340807174,0.5605381165919282,0.888546347618103,0.0,223,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0001,1.0,3.0022287368774414,59,105,0.47085201793721976,rulebase,3.0,3.000999927520752,3.006999969482422,0,125,59,66,0.0,tempered_current_logits,0,1.0,-0.22021348774433136,-1.5,0.8984035849571228,1.0,-0.022421523928642273,-1.5,16,0.3307003974914551,202604300000,0.001,0.0,b9e4928c53bdcc35,config=0:iter=0:base=202604300000:stride=1:count=16,59,0.3677489085482108,0.6914212107658386,"{""1"":118,""10"":8,""11"":6,""12"":1,""2"":14,""3"":11,""4"":9,""5"":10,""6"":9,""7"":15,""8"":14,""9"":8}",3.4349775784753365,0.5291479820627802,93,2.1071991374022048e-10,0.0,-4.368512691144133e-06,0.04389502480626106,202604300000,223,0.00016343011520802975,5.0196580559713766e-05,1.0,0.0,0.045275863260030746,1.0,223,0.00021870987256988883,0.00011945210280828178,1.0,0.0,1,0.0
1.4210774898529053,0.1965242177248001,-1.318617343902588,0.29218106995884774,0.7078189300411523,0.7930498719215393,0.0,243,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,1,0.0001,1.0,3.0029382705688477,82,118,0.48559670781893005,rulebase,3.0,3.000999927520752,3.009000062942505,0,172,82,90,0.0,tempered_current_logits,0,1.0,-0.04675077646970749,-1.5,0.7672178745269775,1.0,-0.006172839552164078,-1.5,16,0.28502213954925537,202604300016,0.001,0.0,c6cd44b27deeed78,config=0:iter=1:base=202604300016:stride=1:count=16,82,0.3529771602110853,0.6688328385353088,"{""1"":125,""10"":12,""11"":10,""12"":11,""13"":5,""14"":2,""2"":11,""3"":10,""4"":13,""5"":7,""6"":9,""7"":8,""8"":10,""9"":10}",4.111111111111111,0.51440329218107,93,2.2564693169524475e-10,0.0,-4.650633854907937e-06,0.044178348034620285,202604300001,243,0.0002718773321248591,5.4856576753081754e-05,1.0,0.0,0.04541053995490074,0.9999999403953552,243,0.0001526969572296366,4.5818193029845133e-05,1.0,0.0,1,0.0
1.4079854488372803,-0.30480897426605225,-1.2699593305587769,0.6093023255813953,0.39069767441860465,0.8261481523513794,0.0,215,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,2,0.0001,1.0,3.002725601196289,40,102,0.4744186046511628,rulebase,3.0,3.000999927520752,3.009000062942505,0,84,40,44,0.0,tempered_current_logits,0,1.0,-0.5588452219963074,-1.5,0.8030357360839844,1.0,-0.05116279050707817,-1.5,16,0.3405686616897583,202604300032,0.001,0.0,ba6bcbf6c8a041f9,config=0:iter=2:base=202604300032:stride=1:count=16,40,0.3592816264996695,0.6688105463981628,"{""1"":113,""10"":18,""11"":5,""12"":2,""13"":1,""14"":3,""2"":6,""3"":7,""4"":11,""5"":12,""6"":8,""7"":8,""8"":10,""9"":11}",3.9395348837209303,0.5255813953488372,93,1.6258507040678438e-10,0.0,-1.7010888768709265e-06,0.04414598271250725,202604300002,215,0.0004293719830457121,8.526243618689477e-05,1.0,0.0,0.0457698293030262,1.0,215,0.00023573811631649733,4.994070332031697e-05,1.0,0.0,1,0.0
1.4312019348144531,0.08787009119987488,-1.2084267139434814,0.39819004524886875,0.6018099547511312,0.9059818387031555,0.0,221,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0001,1.0,3.0028414726257324,65,108,0.48868778280542985,rulebase,3.0,3.000999927520752,3.009000062942505,1,133,65,68,0.0,tempered_current_logits,0,1.0,-0.15668249130249023,-1.5,0.89548659324646,1.0,-0.020361991599202156,-1.5,16,0.33740001916885376,202604400000,0.001,0.0,b0e05dd13e5b1a98,config=1:iter=0:base=202604400000:stride=1:count=16,65,0.35401093793771654,0.691539466381073,"{""1"":113,""10"":17,""11"":8,""12"":7,""2"":7,""3"":10,""4"":10,""5"":6,""6"":13,""7"":6,""8"":12,""9"":12}",4.040723981900452,0.5113122171945701,93,3.460834951951597e-10,0.0,-4.979820005246438e-06,0.044019561260938644,202604400000,221,0.000287070608465001,0.00012500662705861032,1.0,0.0,0.04590313881635666,1.0,221,0.00025403941981494427,0.00011940059630433097,1.0,0.0,1,0.0
1.3643202781677246,-0.13266496360301971,-1.2903869152069092,0.48484848484848486,0.5151515151515151,0.8230223655700684,0.0,198,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,1,0.0001,1.0,3.0023131370544434,50,93,0.4696969696969697,rulebase,3.0,3.000999927520752,3.006999969482422,1,102,50,52,0.0,tempered_current_logits,0,1.0,-0.37746596336364746,-1.5,0.828327476978302,1.0,-0.035353533923625946,-1.5,16,0.3276216983795166,202604400016,0.001,0.0,99ea9fe8b1ae6394,config=1:iter=1:base=202604400016:stride=1:count=16,50,0.3693902243794215,0.7158677577972412,"{""1"":105,""10"":7,""11"":4,""12"":1,""13"":2,""2"":7,""3"":7,""4"":11,""5"":16,""6"":7,""7"":14,""8"":12,""9"":5}",3.5202020202020203,0.5303030303030303,93,2.94876650874798e-10,0.0,-4.511890892899828e-06,0.043752919882535934,202604400001,198,0.00031294042128138244,0.00011873830953845754,1.0,0.0,0.04516877979040146,1.0,198,0.0002545597089920193,0.00012039974535582587,1.0,0.0,1,0.0
1.5427206754684448,0.21813318133354187,-1.304298996925354,0.319672131147541,0.680327868852459,0.8423633575439453,0.0,244,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,2,0.0001,1.0,3.002323865890503,71,118,0.48360655737704916,rulebase,3.0,3.000999927520752,3.007999897003174,1,166,71,95,0.0,tempered_current_logits,0,1.0,-0.03595060110092163,-1.5,0.8116341233253479,1.0,-0.0020491802133619785,-1.5,16,0.2951033115386963,202604400032,0.001,0.0,9778e7e6e2b03829,config=1:iter=2:base=202604400032:stride=1:count=16,71,0.35810259520457904,0.6915158033370972,"{""1"":126,""10"":8,""11"":5,""12"":6,""13"":2,""2"":12,""3"":18,""4"":19,""5"":8,""6"":7,""7"":12,""8"":9,""9"":12}",3.5204918032786887,0.5163934426229508,93,1.046108061286688e-10,0.0,-2.1242703951429576e-06,0.043906230479478836,202604400002,244,0.00037461728788912296,0.00010669741459423676,1.0,0.0,0.04583287239074707,0.9999999403953552,244,0.0003459704457782209,0.0001160568863269873,1.0,0.0,1,0.0
1.4018597602844238,-0.2524545192718506,-1.3355185985565186,0.5899581589958159,0.4100418410041841,0.8390663862228394,0.0,239,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0003,1.0,3.002196788787842,40,101,0.4225941422594142,rulebase,3.0,3.0,3.007999897003174,2,98,40,58,0.0,tempered_current_logits,0,1.0,-0.5183053016662598,-1.5,0.8141268491744995,1.0,-0.04393305256962776,-1.5,16,0.3284851908683777,202604500000,0.001,0.0,65f85900140c9d77,config=2:iter=0:base=202604500000:stride=1:count=16,40,0.39774253057261394,0.691539466381073,"{""1"":138,""10"":9,""11"":6,""12"":5,""13"":1,""14"":1,""2"":14,""3"":10,""4"":10,""5"":8,""6"":5,""7"":12,""8"":8,""9"":12}",3.3682008368200838,0.5774058577405857,93,2.8717699329661173e-09,0.0,-1.3032218703301623e-05,0.04393094778060913,202604500000,239,0.0012529147788882256,0.0003010359068866819,1.0,0.0,0.0436229445040226,1.0,239,0.00021372252376750112,0.00011805178655777127,1.0,0.0,1,0.0
1.442219614982605,0.06865890324115753,-1.2746591567993164,0.411214953271028,0.5887850467289719,0.8798172473907471,0.0,214,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,1,0.0003,1.0,3.002939462661743,64,115,0.5373831775700935,rulebase,3.0,3.000999927520752,3.009000062942505,2,126,64,62,0.0,tempered_current_logits,0,1.0,-0.18518157303333282,-1.5,0.8779041171073914,1.0,-0.014018691144883633,-1.5,16,0.3239500820636749,202604500016,0.001,0.0,c0e2806e659074c9,config=2:iter=1:base=202604500016:stride=1:count=16,64,0.3275057767108779,0.6914920806884766,"{""1"":99,""10"":13,""11"":9,""12"":6,""13"":3,""14"":1,""2"":12,""3"":11,""4"":12,""5"":9,""6"":16,""7"":3,""8"":10,""9"":10}",4.158878504672897,0.46261682242990654,93,2.909208873802527e-09,0.0,-1.1167793672939297e-05,0.04377303645014763,202604500001,214,0.002462700940668583,0.0006590282428078353,1.0,0.0,0.04783664271235466,0.9999999403953552,214,0.0014506075531244278,0.0003335896763019264,1.0,0.0,1,0.0
1.470296025276184,0.2476528137922287,-1.2766755819320679,0.28699551569506726,0.7130044843049327,0.8181437849998474,0.0,223,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.1,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,2,0.0003,1.0,3.0025739669799805,82,112,0.5022421524663677,rulebase,3.0,3.000999927520752,3.007999897003174,2,159,82,77,0.0,tempered_current_logits,0,1.0,-0.02532598190009594,-1.5,0.7688803672790527,1.0,0.0022421525791287422,-1.5,16,0.2821194529533386,202604500032,0.001,0.0,7341df4bc546da49,config=2:iter=2:base=202604500032:stride=1:count=16,82,0.3531475768428747,0.7158931493759155,"{""1"":111,""10"":11,""11"":7,""12"":3,""13"":1,""2"":14,""3"":11,""4"":13,""5"":8,""6"":7,""7"":13,""8"":11,""9"":13}",3.757847533632287,0.4977578475336323,93,2.5235675771284605e-09,0.0,-6.919484803802334e-06,0.043554071336984634,202604500002,223,0.0029815896414220333,0.0010304134339094162,1.0,0.0,0.04671543091535568,1.0,223,0.002034825272858143,0.0006777681992389262,1.0,0.0,1,0.0
1.5237786769866943,-0.03801415488123894,-1.3211642503738403,0.4872881355932203,0.5127118644067796,0.9128309488296509,0.0,236,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0003,1.0,3.002415180206299,59,110,0.4661016949152542,rulebase,3.0,3.000999927520752,3.006999969482422,3,121,59,62,0.0,tempered_current_logits,0,1.0,-0.30720293521881104,-1.5,0.8870661854743958,1.0,-0.029661016538739204,-1.5,16,0.33377891778945923,202604600000,0.001,0.0,77b5e7c562366c07,config=3:iter=0:base=202604600000:stride=1:count=16,59,0.369156305457197,0.6914920806884766,"{""1"":126,""10"":5,""11"":4,""12"":5,""13"":1,""14"":2,""2"":12,""3"":13,""4"":6,""5"":7,""6"":14,""7"":20,""8"":6,""9"":15}",3.6016949152542375,0.5338983050847458,93,5.154169535614983e-09,0.0,-1.2555365174193867e-05,0.043831970542669296,202604600000,236,0.0006185839301906526,0.00013314498937688768,1.0,0.0,0.04617975652217865,1.0,236,0.00021337356884032488,0.00011662591714411974,1.0,0.0,1,0.0
