advantage_max,advantage_mean,advantage_min,advantage_negative_rate,advantage_positive_rate,advantage_std,advantage_zero_rate,batch_size,behavior_temperature,checkpoint_path,checkpoint_sha256,config_key,config_key_label,config_path,entropy_coef,episodes,iteration,lr,max_grad_norm,mean_delta_needed_to_flip_top1,non_top1_positive_advantage_count,non_top1_selected_count,non_top1_selected_rate,opponent_mode,p10_delta_needed_to_flip_top1,p50_delta_needed_to_flip_top1,p90_delta_needed_to_flip_top1,pilot_config_id,positive_advantage_count,positive_advantage_non_top1_count,positive_advantage_top1_count,post_batch_size,post_neural_delta_abs_max,post_neural_delta_abs_mean,post_rule_agreement,post_top1_action_changed_rate,post_update_approx_kl,post_update_clip_fraction,post_update_policy_loss,post_update_rule_kl,pre_batch_size,pre_neural_delta_abs_max,pre_neural_delta_abs_mean,pre_rule_agreement,pre_top1_action_changed_rate,rank_coef,rerun_config_id,return_max,return_mean,return_min,return_std,reward_max,reward_mean,reward_min,reward_nonzero_count,reward_std,rollout_seed,rule_kl_coef,sample_entropy_mean,seed_hash,seed_registry_id,selected_non_top1_positive_advantage_count,selected_prior_prob_mean,selected_prior_prob_p90,selected_prior_rank_histogram,selected_prior_rank_mean,selected_prior_top1_rate,source_config_id,torch_sample_seed,update_epochs,value_coef
1.3735449314117432,-0.020797450095415115,-1.2895641326904297,0.4439461883408072,0.5560538116591929,0.8585622310638428,0.0,223,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0001,1.0,3.0026817321777344,59,105,0.47085201793721976,rulebase,3.0,3.000999927520752,3.009000062942505,0,124,59,65,223,0.0006521163159050047,0.0003725798160303384,1.0,0.0,0.046008192002773285,1.0,0.08819590508937836,-1.0638184777533866e-09,223,0.00021968779037706554,0.00012147154484409839,1.0,0.0,0.0,0,1.0,-0.2904268503189087,-1.5,0.850583553314209,1.0,-0.026905829086899757,-1.5,16,0.3200235664844513,202604280000,0.001,0.0,928b05c7ffcf88d7,config=0:iter=0:base=202604280000:stride=1:count=16,59,0.36505300102279326,0.6914448142051697,"{""1"":118,""10"":11,""11"":12,""12"":7,""2"":8,""3"":10,""4"":13,""5"":6,""6"":11,""7"":9,""8"":5,""9"":13}",3.8475336322869955,0.5291479820627802,93,202604280000,1,0.0
1.331855058670044,-0.04906164109706879,-1.2489013671875,0.43891402714932126,0.5610859728506787,0.8459451794624329,0.0,221,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,1,0.0001,1.0,3.0028324127197266,65,115,0.5203619909502263,rulebase,3.0,3.000999927520752,3.009000062942505,0,124,65,59,221,0.0009054709225893021,0.00047578965313732624,1.0,0.0,0.046441394835710526,1.0,0.08961012214422226,-1.7622695525076892e-09,221,0.000675344024784863,0.00035816230229102075,1.0,0.0,0.0,0,1.0,-0.29611116647720337,-1.5,0.8224964141845703,1.0,-0.029411764815449715,-1.5,16,0.3159330189228058,202604280016,0.001,0.0,b25e5f60047cdd31,config=0:iter=1:base=202604280016:stride=1:count=16,65,0.3299705923041877,0.6687660813331604,"{""1"":106,""10"":11,""11"":14,""12"":6,""13"":1,""2"":5,""3"":12,""4"":17,""5"":12,""6"":11,""7"":6,""8"":12,""9"":8}",4.095022624434389,0.4796380090497738,93,202604280001,1,0.0
1.4408478736877441,0.5588850378990173,-1.258756399154663,0.10822510822510822,0.8917748917748918,0.6131814122200012,0.0,231,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,2,0.0001,1.0,3.0029003620147705,106,117,0.5064935064935064,rulebase,3.0,3.000999927520752,3.009000062942505,0,206,106,100,231,0.0010313161183148623,0.0005422503454610705,1.0,0.0,0.046625033020973206,1.0,0.07115206122398376,-2.585029967860919e-09,231,0.0008958776015788317,0.0004912399454042315,1.0,0.0,0.0,0,1.0,0.2986502945423126,-1.5,0.5711709260940552,1.0,0.034632034599781036,-1.5,16,0.24373486638069153,202604280032,0.001,0.0,9bd29fd07567cc63,config=0:iter=2:base=202604280032:stride=1:count=16,106,0.342662650019382,0.6914448142051697,"{""1"":114,""10"":6,""11"":17,""12"":5,""13"":1,""14"":1,""2"":15,""3"":9,""4"":8,""5"":12,""6"":4,""7"":12,""8"":12,""9"":15}",4.0519480519480515,0.4935064935064935,93,202604280002,1,0.0
1.4548720121383667,0.14833693206310272,-1.2419540882110596,0.3516949152542373,0.6483050847457628,0.8328790664672852,0.0,236,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0003,1.0,3.002415180206299,65,102,0.4322033898305085,rulebase,3.0,3.000999927520752,3.008500099182129,1,153,65,88,236,0.0006497206632047892,0.00023998641700018197,1.0,0.0,0.04424557462334633,1.0,0.07948235422372818,-2.241791641210966e-09,236,0.0002355746109969914,0.00012561550829559565,1.0,0.0,0.0,0,1.0,-0.10540658980607986,-1.5,0.8196455240249634,1.0,-0.0042372881434857845,-1.5,16,0.29469722509384155,202604380000,0.001,0.0,0af1200c8bbc642a,config=1:iter=0:base=202604380000:stride=1:count=16,65,0.39171678912273405,0.6914920806884766,"{""1"":134,""10"":12,""11"":11,""12"":6,""13"":2,""2"":10,""3"":12,""4"":9,""5"":8,""6"":10,""7"":9,""8"":5,""9"":8}",3.559322033898305,0.5677966101694916,93,202604380000,1,0.0
1.3517272472381592,-0.08251520246267319,-1.3042051792144775,0.4766355140186916,0.5233644859813084,0.8819950819015503,0.0,214,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,1,0.0003,1.0,3.002453565597534,47,94,0.4392523364485981,rulebase,3.0,3.0,3.007999897003174,1,112,47,65,214,0.001159043749794364,0.0003417930565774441,1.0,0.0,0.04502987861633301,0.9999999403953552,0.09002494812011719,1.6639751798663838e-09,214,0.0006987813394516706,0.00023217986745294183,1.0,0.0,0.0,0,1.0,-0.3378559648990631,-1.5,0.873891294002533,1.0,-0.037383176386356354,-1.5,16,0.3397424519062042,202604380016,0.001,0.0,45b686b1ce8c2f06,config=1:iter=1:base=202604380016:stride=1:count=16,47,0.38010052703843217,0.6688105463981628,"{""1"":120,""10"":8,""11"":5,""12"":5,""13"":1,""14"":2,""2"":13,""3"":5,""4"":6,""5"":10,""6"":6,""7"":10,""8"":11,""9"":12}",3.6121495327102804,0.5607476635514018,93,202604380001,1,0.0
1.4031672477722168,0.10829830914735794,-1.310218095779419,0.37448559670781895,0.6255144032921811,0.8632674813270569,0.0,243,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,2,0.0003,1.0,3.002263307571411,73,104,0.4279835390946502,rulebase,3.0,3.0,3.0077998638153076,1,152,73,79,243,0.0015186209930106997,0.0004350112285465002,1.0,0.0,0.04339629039168358,0.9999999403953552,0.10637128353118896,1.1440084435321296e-08,243,0.0010263138683512807,0.00031335221137851477,1.0,0.0,0.0,0,1.0,-0.13642257452011108,-1.5,0.8330618739128113,1.0,-0.012345679104328156,-1.5,16,0.30403977632522583,202604380032,0.001,0.0,41008a205307d2db,config=1:iter=2:base=202604380032:stride=1:count=16,73,0.3982841415415085,0.6916345357894897,"{""1"":139,""10"":8,""11"":5,""12"":6,""14"":2,""2"":11,""3"":15,""4"":4,""5"":12,""6"":9,""7"":10,""8"":14,""9"":8}",3.3950617283950617,0.5720164609053497,93,202604380002,1,0.0
1.445447325706482,0.0252829659730196,-1.3003844022750854,0.3893805309734513,0.6106194690265486,0.8018795251846313,0.0,226,1.5,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0001,1.0,3.0029735565185547,88,129,0.5707964601769911,rulebase,3.0,3.000999927520752,3.009000062942505,2,138,88,50,226,0.0007619443349540234,0.0003661209484562278,1.0,0.0,0.12895716726779938,1.0,0.2270238697528839,-3.037985862874848e-09,226,0.00020524414139799774,0.00012029977369820699,1.0,0.0,0.0,0,1.0,-0.2243770807981491,-1.5,0.8078954815864563,1.0,-0.0199115052819252,-1.5,16,0.29867255687713623,202604480000,0.001,0.0,5ab719c834e02ba9,config=2:iter=0:base=202604480000:stride=1:count=16,88,0.3028288832989282,0.6688328385353088,"{""1"":97,""10"":7,""11"":16,""12"":5,""13"":1,""2"":16,""3"":14,""4"":10,""5"":14,""6"":11,""7"":13,""8"":9,""9"":13}",4.185840707964601,0.42920353982300885,93,202604480000,1,0.0
1.552431344985962,0.009691325947642326,-1.2661880254745483,0.44672131147540983,0.5532786885245902,0.8810620307922363,0.0,244,1.5,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,1,0.0001,1.0,3.0027785301208496,72,139,0.569672131147541,rulebase,3.0,3.000999927520752,3.008699893951416,2,135,72,63,244,0.0010791838867589831,0.0005478189559653401,1.0,0.0,0.1272248774766922,0.9999999403953552,0.1631929874420166,-7.116553457642283e-10,244,0.0007300536381080747,0.00037733567296527326,1.0,0.0,0.0,0,1.0,-0.23790112137794495,-1.5,0.8667680621147156,1.0,-0.02049180306494236,-1.5,16,0.3162118196487427,202604480016,0.001,0.0,6915db3739ee24fd,config=2:iter=1:base=202604480016:stride=1:count=16,72,0.30469345107491386,0.6914684772491455,"{""1"":105,""10"":10,""11"":7,""12"":10,""13"":3,""2"":23,""3"":12,""4"":13,""5"":13,""6"":18,""7"":10,""8"":12,""9"":8}",4.040983606557377,0.430327868852459,93,202604480001,1,0.0
1.6009191274642944,0.5486435890197754,-1.1695035696029663,0.11877394636015326,0.8812260536398467,0.6169053912162781,0.0,261,1.5,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,2,0.0001,1.0,3.002946376800537,128,147,0.5632183908045977,rulebase,3.0,3.000999927520752,3.007999897003174,2,230,128,102,261,0.0017011871095746756,0.0006944917840883136,1.0,0.0,0.12851695716381073,1.0,0.12073344737291336,-4.693954558376845e-09,261,0.00132241181563586,0.0005442423280328512,1.0,0.0,0.0,0,1.0,0.28844964504241943,-1.5,0.5761194229125977,1.0,0.03256705030798912,-1.5,16,0.23548418283462524,202604480032,0.001,0.0,448aa48b24d622bd,config=2:iter=2:base=202604480032:stride=1:count=16,128,0.30553348674314,0.6688105463981628,"{""1"":114,""10"":15,""11"":8,""12"":6,""13"":4,""2"":11,""3"":21,""4"":13,""5"":12,""6"":18,""7"":11,""8"":13,""9"":15}",4.203065134099617,0.4367816091954023,93,202604480002,1,0.0
1.5614029169082642,0.2606884241104126,-1.3382028341293335,0.2925764192139738,0.7074235807860262,0.8495984077453613,0.0,229,1.5,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,0.005,16,0,0.0003,1.0,3.003244161605835,90,130,0.5676855895196506,rulebase,3.0,3.000999927520752,3.009000062942505,3,162,90,72,229,0.0010510883294045925,0.0004993843613192439,1.0,0.0,0.12805163860321045,1.0,0.144119992852211,-6.953489450900463e-10,229,0.0002341440413147211,0.0001211259004776366,1.0,0.0,0.0,0,1.0,-0.0013792004901915789,-1.5,0.8185905814170837,1.0,-0.0021834061481058598,-1.5,16,0.30461448431015015,202604580000,0.001,0.0,3ce632265e183587,config=3:iter=0:base=202604580000:stride=1:count=16,90,0.3002413009419452,0.6688105463981628,"{""1"":99,""10"":12,""11"":10,""12"":5,""13"":4,""14"":1,""2"":9,""3"":11,""4"":15,""5"":13,""6"":7,""7"":16,""8"":10,""9"":17}",4.445414847161572,0.43231441048034935,93,202604580000,1,0.0
