actor,control_action_types,episode_id,events_tail_json,extra_mortal_action_ids_json,hand_json,iteration,last_discard_json,legal_action_count,legal_action_keys_json,legal_action_types_json,mismatch_kind,missing_legal_keys_json,missing_legal_types_json,mortal_mask_true_ids_json,pilot_config_id,replay_hint,rollout_seed,source_action_ids_json,step_index,torch_seed
3,"PASS,RON,PON,CHI",3e3e060f,[],[42],"""""",0,"""""",2,"[""5|tile=2|consumed=2,2|from=1|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",34,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3e3e060f,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=1"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,9,14,15,19,20,23,32,42]",0,,202604330000,"[[9],[19],[2],[20],[3],[4,34],[14],[23],[15],[32]]",51,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3e3e060f,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=1|consumed=|from=-1|flags=1"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[1,2,3,4,9,14,15,19,20,32,42]",0,,202604330000,"[[9],[1],[19],[2],[20],[3],[4,34],[14],[15],[32]]",67,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3e3e060f,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=1"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,6,9,14,15,19,20,32,42]",0,,202604330000,"[[9],[19],[2],[20],[3],[4,34],[14],[6],[15],[32]]",83,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3e3e060f,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=0"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=1"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,6,9,14,15,20,22,32,42]",0,,202604330000,"[[9],[2],[20],[3],[4,34],[22,36],[14],[6],[15],[32]]",99,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3e3e060f,[],[42],"""""",0,"""""",10,"[""0|tile=9|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=3|consumed=|from=-1|flags=1"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=22|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=6|consumed=|from=-1|flags=0"",""0|tile=15|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,3,4,6,9,14,15,20,22,32,42]",0,,202604330000,"[[9],[2],[20],[3],[4,34],[22,36],[14],[6],[15],[32]]",115,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",3a726bf1,[],[42],"""""",0,"""""",5,"[""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=32|consumed=|from=-1|flags=1"",""0|tile=28|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[16,17,28,32,34,42]",0,,202604330000,"[[4,34],[16],[17],[32],[28]]",200,202604330000
0,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",957b7c19,[],[42],"""""",0,"""""",10,"[""0|tile=18|consumed=|from=-1|flags=0"",""0|tile=10|consumed=|from=-1|flags=0"",""0|tile=2|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=21|consumed=|from=-1|flags=1"",""0|tile=4|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=0"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=8|consumed=|from=-1|flags=0"",""0|tile=27|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[2,4,8,10,16,18,20,21,23,27,42]",0,,202604330000,"[[18],[10],[2],[20],[21],[4,34],[23],[16],[8],[27]]",16,202604330000
3,"DISCARD,REACH_DISCARD,TSUMO,RYUKYOKU",4d969229,[],[42],"""""",0,"""""",10,"[""0|tile=19|consumed=|from=-1|flags=0"",""0|tile=11|consumed=|from=-1|flags=0"",""0|tile=20|consumed=|from=-1|flags=0"",""0|tile=12|consumed=|from=-1|flags=0"",""0|tile=14|consumed=|from=-1|flags=0"",""0|tile=23|consumed=|from=-1|flags=1"",""0|tile=16|consumed=|from=-1|flags=0"",""0|tile=17|consumed=|from=-1|flags=0"",""0|tile=28|consumed=|from=-1|flags=0"",""0|tile=29|consumed=|from=-1|flags=0""]","[""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD"",""DISCARD""]",extra_mortal,[],[],"[11,12,14,16,17,19,20,23,28,29,42]",0,,202604330000,"[[19],[11],[20],[12],[14],[23],[16],[17],[28],[29]]",90,202604330000
0,"PASS,RON,PON,CHI",428fe05b,[],[42],"""""",0,"""""",2,"[""5|tile=31|consumed=31,31|from=3|flags=0"",""9|tile=-1|consumed=|from=-1|flags=0""]","[""PON"",""PASS""]",extra_mortal,[],[],"[41,42,45]",0,,202604330000,"[[41],[45]]",45,202604330000
